,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,PC1_ProGeorgia,PC2_ProWest,TrustScore
226,2019-10-16,15,1,1,3,170900712,19,1,0,1,1,3,3,2,2,3,3,3,3,3,4,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,226,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,0.40544380985365325,0.3215076852410549,0.3450436810236916
227,2019-10-16,15,1,1,3,140703708,58,2,0,3,8,3,3,3,3,5,1,1,5,5,3,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,227,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,1.1967229027690107,-1.380587058240711,1.0184436548330156
229,2019-10-16,15,1,1,3,130608113,36,2,0,3,2,3,3,1,1,3,3,3,3,5,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,229,2019-10-16,15.0,38.33,8.7375,16.29,46.358,34.087500000000006,0.52,0.020429558481782458,0.1913728898589063,0.017386108478971225
230,2019-10-16,16,1,1,3,201003221,34,1,0,2,-1,1,2,1,1,1,1,1,1,4,1,1,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,230,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,-2.638894250981404,-1.3141792086849393,-2.24577059523869
232,2019-10-16,16,1,1,3,180905012,85,2,0,1,8,3,3,3,3,3,3,3,3,3,4,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,232,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.7719263449228158,0.052028707733483275,0.6569302602683014
233,2019-10-16,16,1,1,3,221010419,42,1,0,2,6,2,1,2,1,3,2,2,1,4,2,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,233,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,-1.1656840025846071,0.1649632091285935,-0.9920287087559764
234,2019-10-16,16,1,1,3,170900714,81,2,0,3,2,2,2,3,4,4,1,2,4,4,2,2,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,234,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.0848447010741571,-1.7700825414593808,0.0722051422724863
235,2019-10-16,16,1,1,3,140703710,81,2,0,1,8,4,2,1,1,4,1,4,4,5,4,4,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,235,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.7088816268495878,0.2124576174060289,0.6032774949173163
238,2019-10-16,16,1,1,3,130608114,59,2,0,3,2,3,1,1,1,3,3,3,3,5,3,1,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,238,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,-0.6420667487557625,-0.1470310617755359,-0.5464162211122875
240,2019-10-16,16,1,1,3,180903124,70,2,0,2,6,2,3,3,3,3,4,3,3,5,2,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,240,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.6224511965766805,0.028945142353068134,0.5297228540791941
241,2019-10-16,16,1,1,3,180905601,68,1,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,241,2019-10-16,16.0,26.795,9.5125,14.014,42.028,40.37,0.5,0.6034318415879579,-0.1199231255124166,0.5135368670286731
242,2019-10-16,17,1,1,3,10101520,43,1,1,1,2,2,4,4,2,4,4,2,2,4,4,2,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,242,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,0.5743924643835764,-0.3111196015938845,0.4888235692504876
243,2019-10-16,17,1,1,3,140700208,78,2,0,1,8,2,2,3,3,2,3,3,2,3,3,3,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,243,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,-0.17399455317170515,0.16996845185216022,-0.14807408485557524
244,2019-10-16,17,1,1,3,130608115,29,2,0,1,2,4,2,3,1,2,4,2,2,5,4,5,3,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,244,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,0.37437221315496555,0.9205944735790169,0.31860090932600893
247,2019-10-16,17,9,2,3,707909203,33,2,0,1,6,2,2,2,2,4,2,3,3,4,4,2,2,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,247,2019-10-16,17.0,45.26,0.765,19.55,52.75,25.62,0.13,-0.11319873741035687,-0.4578427622066516,-0.09633519637999194
249,2019-10-16,17,1,1,3,170900715,62,1,1,3,2,2,2,2,2,3,2,2,2,4,2,3,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,249,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,-0.8318840611594767,-0.5473581228241873,-0.7079559033124974
252,2019-10-16,17,1,1,3,180905024,69,1,1,1,2,1,2,1,5,4,1,1,1,5,1,3,1,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,252,2019-10-16,17.0,23.6825,10.3325,27.204,69.934,46.197500000000005,0.4633333333333334,-1.2338765543185322,-1.6574344583885767,-1.0500624202021196
254,2019-10-16,18,1,1,3,130608120,69,2,0,3,8,1,1,1,1,4,3,2,1,5,3,4,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,254,2019-10-16,18.0,33.16,9.5775,31.53,81.67,50.11,0.3999999999999999,-0.9617175970466829,0.8964972565611887,-0.818447764463401
258,2019-10-16,19,1,1,3,130608122,31,2,1,1,6,1,3,1,1,3,3,1,1,5,1,3,2,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,258,2019-10-16,19.0,62.485,10.59,44.946000000000005,109.948,48.9275,0.4733333333333333,-1.5071893081072791,-0.3278770451659956,-1.2826589880767925
259,2019-10-16,19,1,1,3,180905011,24,2,1,3,1,3,3,3,4,5,1,3,3,5,3,3,4,1,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,15.756666666666666,9.447500000000002,17.386,40.116,51.64666666666667,0.5599999999999999,259,2019-10-16,19.0,62.485,10.59,44.946000000000005,109.948,48.9275,0.4733333333333333,1.174762017541673,-0.9986803908851841,0.9997543457519015
261,2019-10-16,19,9,2,3,707906803,19,1,0,2,1,2,3,3,1,4,2,3,4,4,4,2,2,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,261,2019-10-16,19.0,120.6,0.33,25.765,72.215,30.38,0.1,0.362193006843957,-0.6329698613846039,0.3082360743590766
262,2019-10-16,20,9,2,3,707906805,60,2,0,2,2,1,1,1,1,1,1,3,1,3,3,4,3,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,262,2019-10-16,20.0,116.39,0.92,30.635,79.50999999999999,34.21,0.15,-1.755617290854754,0.642282088958598,-1.4940779407238174
263,2019-10-16,21,9,2,3,707906806,27,2,0,2,2,3,1,3,3,3,1,3,1,4,3,1,3,9,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,22.72,0.51,20.185,50.945,47.75,0.32,263,2019-10-16,21.0,71.34,1.89,55.13,161.91,36.4,0.28,-0.5977544700683978,-0.9549106706430467,-0.508705269850373
264,2019-10-17,12,1,1,3,130608117,69,2,0,1,1,3,3,1,1,2,3,3,3,5,3,4,3,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,264,2019-10-17,12.0,34.052499999999995,9.3675,20.626,56.15599999999999,25.2575,0.79,-0.021267655272242773,0.48878598846489346,-0.018099351583457043
265,2019-10-17,12,1,1,3,221010107,68,1,1,3,2,2,3,3,4,4,2,3,1,5,3,3,3,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,265,2019-10-17,12.0,34.052499999999995,9.3675,20.626,56.15599999999999,25.2575,0.79,0.35778295050754805,-0.5698525286094982,0.3044829967812351
267,2019-10-17,13,1,1,3,221010424,58,2,0,3,2,3,2,2,2,3,3,2,2,3,2,4,4,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,267,2019-10-17,13.0,28.27,10.025,17.548,45.608,31.37,0.77,-0.24976940618170407,0.44770061710260073,-0.21256054037955174
268,2019-10-17,13,1,1,3,60301004,58,1,1,3,2,2,3,2,1,4,3,4,3,5,1,4,4,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,268,2019-10-17,13.0,28.27,10.025,17.548,45.608,31.37,0.77,0.21506691359838287,0.3062133153293347,0.18302777778547355
271,2019-10-17,14,1,1,3,180904702,57,2,0,3,1,2,2,1,1,2,2,2,2,4,3,3,3,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,271,2019-10-17,14.0,29.605,9.57,18.67,49.518,37.4375,0.7399999999999999,-1.045286230870781,0.14346201459750926,-0.8895669388890654
272,2019-10-17,14,1,1,3,90500208,27,2,0,3,6,1,4,4,1,3,3,2,4,4,2,5,5,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,272,2019-10-17,14.0,29.605,9.57,18.67,49.518,37.4375,0.7399999999999999,0.8097644564838405,0.39001080695369483,0.6891315196751564
274,2019-10-17,14,1,1,3,130608909,82,2,0,3,8,1,1,1,3,5,1,5,1,5,5,4,3,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,274,2019-10-17,14.0,29.605,9.57,18.67,49.518,37.4375,0.7399999999999999,-0.08956291985892265,0.5687344021132397,-0.07622047445367876
275,2019-10-17,14,1,1,3,100502906,21,1,0,2,1,1,1,1,1,2,2,1,1,1,2,3,2,1,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,24.80333333333333,8.87,15.445,34.415,70.14333333333333,0.7933333333333333,14.676666666666668,8.129999999999999,11.118,28.644,76.09666666666668,0.65,11.3,8.785,12.576,31.079999999999995,76.83666666666666,0.5066666666666667,275,2019-10-17,14.0,29.605,9.57,18.67,49.518,37.4375,0.7399999999999999,-2.3239728742539065,0.20186438984245741,-1.9777639604886703
277,2019-10-17,15,9,2,3,687903901,34,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,9,51.79,1.87,32.015,77.975,45.09,0.57,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,277,2019-10-17,15.0,14.8,1.535,22.965,49.47,32.48,0.27,-2.485026611774567,-1.461691212695993,-2.1148250601680827
278,2019-10-17,15,9,2,3,697902614,30,2,1,2,6,3,3,3,3,3,3,3,3,3,3,3,3,9,51.79,1.87,32.015,77.975,45.09,0.57,53.02,1.835,26.995,69.875,41.7,0.42,46.07,1.03,25.515,61.31,40.15,0.29,35.7,0.505,18.39,45.595,38.54,0.22,21.16,0.435,10.125,24.61,32.99,0.14,10.53,0.3999999999999999,13.275,33.3,38.57,0.18,278,2019-10-17,15.0,14.8,1.535,22.965,49.47,32.48,0.27,0.6034318415879579,-0.1199231255124166,0.5135368670286731
