,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,TRUST_SCORE
411,2019-10-20,16,1,1,3,180904012,30,2,0,3,2,2,2,2,2,3,2,3,2,5,2,2,2,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,411,2019-10-20,16.0,24.19,10.0,24.792,54.022000000000006,42.0975,0.5233333333333333,-0.6319559704619072
412,2019-10-20,16,1,1,3,120609815,53,2,1,3,2,3,4,4,4,4,3,4,4,5,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,412,2019-10-20,16.0,24.19,10.0,24.792,54.022000000000006,42.0975,0.5233333333333333,1.9109183217065633
413,2019-10-20,16,1,1,3,180909310,18,2,0,3,1,3,4,3,2,4,3,2,4,3,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,413,2019-10-20,16.0,24.19,10.0,24.792,54.022000000000006,42.0975,0.5233333333333333,1.121155583097986
414,2019-10-20,16,1,1,3,170900802,36,1,0,1,2,4,4,4,4,4,3,4,4,4,3,3,3,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,414,2019-10-20,16.0,24.19,10.0,24.792,54.022000000000006,42.0975,0.5233333333333333,1.6557225242653284
415,2019-10-20,17,1,1,3,120610021,24,2,0,1,5,4,1,1,3,4,4,2,4,4,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,415,2019-10-20,17.0,21.950000000000003,12.666666666666666,24.464,56.946000000000005,48.1175,0.5066666666666667,0.6514611935577764
417,2019-10-20,17,1,1,3,110601617,21,2,1,1,1,3,2,2,3,3,4,2,3,4,4,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,417,2019-10-20,17.0,21.950000000000003,12.666666666666666,24.464,56.946000000000005,48.1175,0.5066666666666667,0.5396628568466095
418,2019-10-20,17,1,1,3,170900806,40,2,1,3,6,2,2,2,2,3,2,3,3,4,3,4,3,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,418,2019-10-20,17.0,21.950000000000003,12.666666666666666,24.464,56.946000000000005,48.1175,0.5066666666666667,-0.06747005267679229
419,2019-10-20,18,1,1,3,180909316,66,2,0,1,1,3,3,4,4,4,1,2,4,3,3,4,4,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,419,2019-10-20,18.0,20.5475,11.333333333333334,28.918,62.96,53.7375,0.4566666666666667,1.0876277659609357
420,2019-10-20,19,1,1,3,180903908,51,2,1,1,2,3,2,4,3,5,1,1,3,4,2,4,3,1,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,30.366666666666664,9.6675,19.396666666666665,43.81333333333333,68.22333333333334,1.1033333333333333,420,2019-10-20,19.0,38.905,13.386666666666663,41.168,87.962,55.475,0.47,0.4021020831850371
423,2019-10-21,12,1,1,3,201002303,22,2,0,3,1,3,3,3,2,3,3,3,2,4,3,5,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,423,2019-10-21,12.0,26.090000000000003,9.5,21.52,52.196000000000005,24.305,0.63,0.43775301211169143
425,2019-10-21,13,1,1,3,140700202,61,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,425,2019-10-21,13.0,27.5475,9.25,19.356,43.142,28.315,0.6466666666666666,0.5135368670286731
426,2019-10-21,13,1,1,3,90702513,56,2,0,3,6,2,4,3,4,4,4,4,2,4,4,2,4,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,426,2019-10-21,13.0,27.5475,9.25,19.356,43.142,28.315,0.6466666666666666,1.0383021712231713
427,2019-10-21,13,1,1,3,170900808,64,2,0,3,1,3,3,4,4,4,2,3,4,4,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,427,2019-10-21,13.0,27.5475,9.25,19.356,43.142,28.315,0.6466666666666666,1.1252258644394681
428,2019-10-21,13,1,1,3,120609819,29,2,0,3,2,2,1,1,1,2,3,3,2,4,3,2,2,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,428,2019-10-21,13.0,27.5475,9.25,19.356,43.142,28.315,0.6466666666666666,-1.104993011918714
430,2019-10-21,14,1,1,3,201002308,60,1,0,1,2,4,3,5,3,4,3,4,5,5,4,5,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,430,2019-10-21,14.0,29.175,10.5225,23.508,52.83200000000001,32.7975,0.6699999999999999,2.0744488316513543
432,2019-10-21,14,9,2,3,697905510,22,1,1,2,1,2,2,3,2,4,3,4,3,4,4,2,4,9,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,51.57,3.065,37.575,79.785,43.19,0.22,43.84,5.985,35.105000000000004,77.215,41.48,0.31,51.79,1.87,32.015,77.975,45.09,0.57,53.02,1.835,26.995,69.875,41.7,0.42,432,2019-10-21,14.0,13.8,1.615,24.195,44.505,24.93,0.08,0.4866939787263727
433,2019-10-21,14,1,1,3,170900812,80,1,0,1,6,2,2,2,2,2,1,2,2,3,2,2,2,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,433,2019-10-21,14.0,29.175,10.5225,23.508,52.83200000000001,32.7975,0.6699999999999999,-1.06928291923509
434,2019-10-21,14,1,1,3,140700206,43,1,0,1,1,3,3,3,3,1,3,3,3,4,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,434,2019-10-21,14.0,29.175,10.5225,23.508,52.83200000000001,32.7975,0.6699999999999999,0.32100076035916075
435,2019-10-21,14,1,1,3,60306919,57,2,0,2,2,1,1,1,1,1,2,2,1,2,4,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,435,2019-10-21,14.0,29.175,10.5225,23.508,52.83200000000001,32.7975,0.6699999999999999,-1.5354068974732031
436,2019-10-21,15,1,1,3,201002312,50,1,1,3,2,1,1,1,1,2,1,1,3,5,3,1,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,436,2019-10-21,15.0,26.3075,9.75,19.636000000000003,45.158,37.752500000000005,0.6633333333333333,-1.357157251006799
437,2019-10-21,15,1,1,3,10400112,46,1,1,1,2,1,2,1,1,3,4,3,1,1,4,4,2,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,437,2019-10-21,15.0,26.3075,9.75,19.636000000000003,45.158,37.752500000000005,0.6633333333333333,-0.9178405648660897
440,2019-10-21,15,1,1,3,120608325,21,1,0,3,1,3,3,3,5,4,1,3,3,5,5,5,4,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,440,2019-10-21,15.0,26.3075,9.75,19.636000000000003,45.158,37.752500000000005,0.6633333333333333,1.4842437725743096
441,2019-10-21,15,1,1,3,170900815,66,2,0,1,8,3,3,3,2,4,2,3,3,4,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,441,2019-10-21,15.0,26.3075,9.75,19.636000000000003,45.158,37.752500000000005,0.6633333333333333,0.48836784379370357
442,2019-10-21,16,1,1,3,170902507,70,2,0,3,8,2,1,1,1,1,3,3,1,4,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,442,2019-10-21,16.0,25.64,10.25,22.032,48.558,42.932500000000005,0.6433333333333334,-1.2098942024858752
443,2019-10-21,16,1,1,3,201002314,26,2,0,3,2,1,1,1,1,1,4,2,1,4,4,5,4,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,443,2019-10-21,16.0,25.64,10.25,22.032,48.558,42.932500000000005,0.6433333333333334,-0.9540443685192398
445,2019-10-21,16,1,1,3,120609805,70,2,1,3,8,2,1,1,1,3,4,2,2,1,4,4,1,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,445,2019-10-21,16.0,25.64,10.25,22.032,48.558,42.932500000000005,0.6433333333333334,-0.9827619392644089
447,2019-10-21,17,1,1,3,170900819,50,2,0,3,2,2,2,2,2,2,2,4,2,4,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,447,2019-10-21,17.0,22.7675,10.0,24.278,54.436,48.0875,0.5800000000000001,-0.36792650736837845
448,2019-10-21,17,1,1,3,10400118,37,2,0,3,2,3,3,3,4,4,4,3,3,5,4,4,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,448,2019-10-21,17.0,22.7675,10.0,24.278,54.436,48.0875,0.5800000000000001,1.2225683833090253
449,2019-10-21,18,1,1,3,110601304,36,1,1,1,2,3,4,4,1,4,3,1,4,3,3,4,4,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,449,2019-10-21,18.0,32.57333333333333,11.356666666666667,24.076,54.184000000000005,51.86,0.5599999999999999,0.9037720286681833
450,2019-10-21,18,1,1,3,120609807,28,2,0,2,2,3,2,2,1,3,2,1,3,3,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,450,2019-10-21,18.0,32.57333333333333,11.356666666666667,24.076,54.184000000000005,51.86,0.5599999999999999,-0.4144704125547999
451,2019-10-21,18,1,1,3,120608202,31,2,0,3,2,1,1,1,1,3,1,3,1,5,1,3,1,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,451,2019-10-21,18.0,32.57333333333333,11.356666666666667,24.076,54.184000000000005,51.86,0.5599999999999999,-1.7196948213775909
453,2019-10-21,18,1,1,3,180904422,33,2,1,3,2,3,3,3,3,3,3,4,3,3,3,3,3,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,453,2019-10-21,18.0,32.57333333333333,11.356666666666667,24.076,54.184000000000005,51.86,0.5599999999999999,0.6184137931667116
455,2019-10-21,19,1,1,3,120605214,29,2,1,3,2,4,3,3,2,1,4,3,2,4,2,3,4,1,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,31.246666666666663,9.7125,21.16,49.373333333333335,59.51333333333333,1.31,455,2019-10-21,19.0,42.056666666666665,10.77,26.982,67.276,50.78,0.49,0.20409849161582616
456,2019-10-22,11,1,1,3,10400123,22,1,0,3,1,2,1,2,1,4,4,3,1,3,5,5,4,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,456,2019-10-22,11.0,42.41333333333333,12.57,29.42,66.86,23.4075,0.61,-0.05392482428277982
