,INT_DATE,INT_START,SUBSTRATUM,STRATUM,COUNTRY,ID,RESPAGE,RESPSEX,RESPEMP,RESPPOB,RESPMAR,TRUCRTS,TRUPARL,TRUEXEC,TRUPRES,TRUHLTH,TRUNGOS,TRUMEDI,TRULOCG,TRURELI,TRUOMB,TRUSTEU,TRUSTUN,Region_Code,NO<sub>2,SO<sub>2,PM2.5,PM10,O<sub>3,CO,NO<sub>2_lag1,SO<sub>2_lag1,PM2.5_lag1,PM10_lag1,O<sub>3_lag1,CO_lag1,NO<sub>2_lag2,SO<sub>2_lag2,PM2.5_lag2,PM10_lag2,O<sub>3_lag2,CO_lag2,NO<sub>2_lag3,SO<sub>2_lag3,PM2.5_lag3,PM10_lag3,O<sub>3_lag3,CO_lag3,NO<sub>2_lag4,SO<sub>2_lag4,PM2.5_lag4,PM10_lag4,O<sub>3_lag4,CO_lag4,NO<sub>2_lag5,SO<sub>2_lag5,PM2.5_lag5,PM10_lag5,O<sub>3_lag5,CO_lag5,row_id,date,hour,NO2_hour,SO2_hour,PM2.5_hour,PM10_hour,O3_hour,CO_hour,TRUST_SCORE
459,2019-10-22,13,1,1,3,100503106,40,1,0,2,6,2,2,2,2,3,2,2,2,3,2,3,3,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,459,2019-10-22,13.0,27.796666666666667,10.0,29.6225,61.38,28.47,0.63,-0.6567112995342074
461,2019-10-22,13,1,1,3,201002318,55,1,0,3,1,1,3,1,1,3,3,3,1,3,3,3,3,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,461,2019-10-22,13.0,27.796666666666667,10.0,29.6225,61.38,28.47,0.63,-0.7986849455129273
463,2019-10-22,13,1,1,3,100503107,66,2,1,2,2,3,2,3,2,3,3,3,4,4,4,4,4,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,463,2019-10-22,13.0,27.796666666666667,10.0,29.6225,61.38,28.47,0.63,0.7832441128093036
464,2019-10-22,13,9,2,3,707907913,36,1,1,2,2,1,2,1,2,2,1,2,2,5,2,2,2,9,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,51.57,3.065,37.575,79.785,43.19,0.22,43.84,5.985,35.105000000000004,77.215,41.48,0.31,51.79,1.87,32.015,77.975,45.09,0.57,464,2019-10-22,13.0,26.79,0.6399999999999999,37.625,66.825,29.43,0.06,-1.2727999841652178
465,2019-10-22,14,1,1,3,201002320,70,1,0,1,2,3,1,1,3,3,2,3,3,4,2,3,3,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,465,2019-10-22,14.0,29.956666666666667,10.72,32.045,63.4125,32.15,0.625,-0.3638985828865059
468,2019-10-22,15,1,1,3,170902613,44,2,1,2,2,3,2,2,3,2,3,2,2,4,3,4,4,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,468,2019-10-22,15.0,34.26,11.04,23.335,55.7175,36.1225,0.62,0.006970306658572607
470,2019-10-22,15,1,1,3,100503114,47,1,1,1,5,3,3,2,2,4,3,3,2,4,3,3,4,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,470,2019-10-22,15.0,34.26,11.04,23.335,55.7175,36.1225,0.62,0.3242194105687245
471,2019-10-22,16,1,1,3,40303319,20,2,0,3,1,3,4,3,4,3,4,3,3,4,4,4,4,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,471,2019-10-22,16.0,32.26333333333333,11.79,20.9925,54.4375,41.0425,0.62,1.3348523053061023
472,2019-10-22,16,1,1,3,100503115,32,1,1,1,2,2,2,2,2,4,1,3,3,4,2,4,2,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,472,2019-10-22,16.0,32.26333333333333,11.79,20.9925,54.4375,41.0425,0.62,-0.27439956572082513
473,2019-10-22,17,1,1,3,170902615,39,1,0,1,6,3,2,2,2,2,4,3,1,3,3,4,3,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,473,2019-10-22,17.0,25.383333333333336,9.846666666666666,17.96,54.955,46.2375,0.52,-0.3153372429463604
475,2019-10-22,18,1,1,3,190906102,67,2,0,3,1,3,3,3,3,3,3,3,3,4,3,3,3,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,475,2019-10-22,18.0,33.593333333333334,11.196666666666667,20.305,53.74,50.165,0.415,0.5773480669984319
476,2019-10-22,18,1,1,3,140703906,19,2,0,1,1,2,3,3,1,4,4,4,3,5,3,5,5,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,476,2019-10-22,18.0,33.593333333333334,11.196666666666667,20.305,53.74,50.165,0.415,0.9255992027422144
480,2019-10-22,19,1,1,3,190906106,71,2,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,30.776666666666667,10.7325,25.304,57.332,70.79333333333334,1.3066666666666666,480,2019-10-22,19.0,49.46666666666667,9.9,23.7075,69.33500000000001,49.5125,0.345,0.5135368670286731
487,2019-10-23,13,1,1,3,100503118,56,1,0,3,5,1,3,4,2,4,2,3,3,4,2,2,2,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,487,2019-10-23,13.0,26.843333333333334,11.02,23.81,52.1025,26.6675,0.5900000000000001,-0.010888459901760785
488,2019-10-23,13,1,1,3,10101701,69,2,1,1,2,2,2,2,2,2,2,2,2,4,2,2,2,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,488,2019-10-23,13.0,26.843333333333334,11.02,23.81,52.1025,26.6675,0.5900000000000001,-0.9288177498893402
491,2019-10-23,13,1,1,3,201001201,35,2,0,1,2,3,3,3,3,4,3,2,3,5,3,3,3,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,491,2019-10-23,13.0,26.843333333333334,11.02,23.81,52.1025,26.6675,0.5900000000000001,0.6644559941497875
492,2019-10-23,14,1,1,3,120603304,36,2,1,1,2,3,3,1,1,3,3,3,3,5,4,3,3,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,492,2019-10-23,14.0,29.55666666666667,11.0,21.7325,51.875,31.75,0.5900000000000001,0.16077950171859953
493,2019-10-23,14,1,1,3,100503120,54,2,1,3,8,4,4,4,4,4,3,3,4,4,3,4,4,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,493,2019-10-23,14.0,29.55666666666667,11.0,21.7325,51.875,31.75,0.5900000000000001,1.758589595132546
495,2019-10-23,14,1,1,3,130608816,41,2,0,2,2,1,3,3,3,3,3,1,3,5,3,3,5,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,495,2019-10-23,14.0,29.55666666666667,11.0,21.7325,51.875,31.75,0.5900000000000001,0.34201143664139444
496,2019-10-23,14,1,1,3,201001202,67,2,0,3,2,1,2,1,1,3,3,3,2,3,4,3,3,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,496,2019-10-23,14.0,29.55666666666667,11.0,21.7325,51.875,31.75,0.5900000000000001,-0.6600329895589392
498,2019-10-23,14,1,1,3,10101706,66,2,0,1,8,2,2,1,2,4,2,1,2,4,2,1,2,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,498,2019-10-23,14.0,29.55666666666667,11.0,21.7325,51.875,31.75,0.5900000000000001,-1.0414222347415518
501,2019-10-23,15,1,1,3,100503122,32,2,0,3,2,2,3,1,1,2,2,3,2,4,2,3,4,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,501,2019-10-23,15.0,32.653333333333336,11.0,20.85,49.255,36.7425,0.61,-0.6238146307041839
502,2019-10-23,15,1,1,3,40305714,65,1,1,1,2,1,2,1,1,1,1,3,3,5,1,4,1,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,502,2019-10-23,15.0,32.653333333333336,11.0,20.85,49.255,36.7425,0.61,-1.3251978947156684
503,2019-10-23,15,1,1,3,170900826,74,2,0,3,2,2,2,2,2,3,2,3,2,5,3,2,2,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,503,2019-10-23,15.0,32.653333333333336,11.0,20.85,49.255,36.7425,0.61,-0.488562577222279
504,2019-10-23,15,1,1,3,201001204,32,2,0,1,2,3,3,3,3,4,3,3,4,5,3,3,3,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,504,2019-10-23,15.0,32.653333333333336,11.0,20.85,49.255,36.7425,0.61,0.9538044545406082
505,2019-10-23,15,1,1,3,120603308,28,2,0,1,6,4,3,4,3,4,1,4,3,4,4,2,4,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,505,2019-10-23,15.0,32.653333333333336,11.0,20.85,49.255,36.7425,0.61,1.1539911763042396
506,2019-10-23,16,1,1,3,130608818,50,2,0,3,2,3,3,3,3,3,4,3,3,5,3,3,3,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,506,2019-10-23,16.0,32.99666666666666,11.333333333333334,28.67,60.39,41.6225,0.605,0.7178132363441817
508,2019-10-23,16,1,1,3,80505320,69,2,0,2,1,2,1,1,1,3,2,3,1,3,3,1,1,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,508,2019-10-23,16.0,32.99666666666666,11.333333333333334,28.67,60.39,41.6225,0.605,-1.509500059202867
509,2019-10-23,16,1,1,3,120603310,62,2,0,3,8,2,3,5,5,3,1,3,4,5,3,2,4,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,509,2019-10-23,16.0,32.99666666666666,11.333333333333334,28.67,60.39,41.6225,0.605,1.1587108386756437
511,2019-10-23,17,9,2,3,707904711,53,1,1,2,2,5,4,4,3,4,3,4,4,4,4,3,3,9,39.45,0.945,37.335,78.17,43.43,0.2,36.9,0.41,32.725,64.855,43.99,0.61,33.87,1.16,41.325,73.92999999999999,33.26,0.38,38.08,2.105,40.875,80.35,42.34,0.36,51.57,3.065,37.575,79.785,43.19,0.22,43.84,5.985,35.105000000000004,77.215,41.48,0.31,511,2019-10-23,17.0,24.08,1.565,22.245,48.53,18.84,0.07,1.8183688031299923
513,2019-10-23,17,1,1,3,120603314,20,2,0,3,2,3,3,3,3,3,3,3,3,5,3,3,2,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,513,2019-10-23,17.0,37.57,11.333333333333334,24.265,59.845,46.29,0.5800000000000001,0.5261034632201417
516,2019-10-23,19,1,1,3,190906114,63,2,0,3,8,2,2,3,4,2,3,2,3,3,3,3,3,1,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,33.06333333333333,10.1225,25.8225,56.69,63.3,1.0466666666666666,516,2019-10-23,19.0,51.45666666666667,11.666666666666666,31.3775,75.0575,48.65,0.5850000000000001,0.07202043040754087
519,2019-10-24,11,1,1,3,80505102,25,2,0,3,2,2,3,2,1,3,3,3,2,4,3,3,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,519,2019-10-24,11.0,29.255000000000003,9.54,26.01,61.758,20.3025,0.53,-0.2192627464207411
520,2019-10-24,12,1,1,3,80505104,27,2,0,1,6,3,1,1,1,2,3,3,1,2,1,5,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,520,2019-10-24,12.0,23.345,8.545,23.306,56.298,23.815,0.5466666666666667,-1.1510005562971912
522,2019-10-24,12,1,1,3,80505105,32,2,0,3,5,1,1,1,1,3,4,3,2,4,3,1,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,522,2019-10-24,12.0,23.345,8.545,23.306,56.298,23.815,0.5466666666666667,-1.0375505715056543
523,2019-10-24,12,1,1,3,140702104,52,2,0,1,2,1,2,3,3,4,3,2,4,4,4,1,4,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,523,2019-10-24,12.0,23.345,8.545,23.306,56.298,23.815,0.5466666666666667,0.34947058182083457
524,2019-10-24,13,1,1,3,40308502,63,1,1,3,2,2,1,2,1,2,4,4,2,2,4,4,4,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,524,2019-10-24,13.0,23.2875,10.125,24.872,55.572,28.2975,0.5466666666666667,-0.32081645699782435
525,2019-10-24,13,1,1,3,80505107,31,2,0,1,5,3,2,2,1,3,3,4,3,4,4,4,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,525,2019-10-24,13.0,23.2875,10.125,24.872,55.572,28.2975,0.5466666666666667,0.27670712170190137
526,2019-10-24,13,1,1,3,70400805,79,2,0,1,8,1,2,3,2,2,1,3,2,5,3,4,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,526,2019-10-24,13.0,23.2875,10.125,24.872,55.572,28.2975,0.5466666666666667,-0.38132413033261353
528,2019-10-24,14,1,1,3,80505111,65,2,0,3,1,3,1,1,1,2,3,2,1,5,3,3,3,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,528,2019-10-24,14.0,26.380000000000003,10.1625,32.114,64.572,32.3025,0.5533333333333333,-0.9630334825611112
531,2019-10-24,14,1,1,3,70400812,62,1,1,1,2,3,1,1,1,5,4,3,1,5,1,1,4,1,23.83333333333333,9.715,25.78,56.655,61.16333333333333,0.8166666666666668,32.120000000000005,11.556666666666668,24.0375,53.9675,58.95666666666667,0.885,27.99,11.32,24.5475,51.265,60.74666666666667,0.8400000000000001,22.22,9.645,29.044,56.75599999999999,64.43,0.8033333333333333,22.680000000000003,10.15,29.322000000000003,59.752,65.47333333333334,0.8866666666666667,28.47666666666667,10.28,30.36,65.0325,64.23333333333333,1.2566666666666666,531,2019-10-24,14.0,26.380000000000003,10.1625,32.114,64.572,32.3025,0.5533333333333333,-0.7540889963337971
